loc_rowid,sy_name,hostname,sy_snum,sy_pnum,cb_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,sy_refname,sy_dist
41891,TOI-1338,TOI-1338 A,2,2,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5723.2,1.52,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,399.017
41892,TOI-1338,TOI-1338 A,2,2,1,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,6050.0,1.33,1.13,0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,399.017
41893,TOI-1338,TOI-1338 B,2,2,1,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,M,,0.31,0.31,,,,,
41894,TOI-1338,TOI-1338 A,2,2,1,<a refstr=STANDING_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230110794S/abstract target=ref>Standing et al. 2023</a>,F8,6050.0,1.34,1.13,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,399.017
41895,TOI-1338,TOI-1338 A,2,2,1,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,,,1.31,1.09,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,399.017
41896,TOI-1338,TOI-1338 B,2,2,1,<a refstr=STANDING_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230110794S/abstract target=ref>Standing et al. 2023</a>,,,,0.31,,,,,
43210,UZ For,UZ For,2,2,1,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,,5286.9,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43211,UZ For,UZ For Ab,2,2,1,,,,,,,,,,
43212,UZ For,UZ For,2,2,1,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,,,,0.7,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43233,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43234,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43235,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=STONE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818L..12S/abstract target=ref>Stone et al. 2016</a>,,,,0.06,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43236,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,0.06,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43237,VHS J125601.92-125723.9,VHS J125601.92-125723.9 B,2,1,1,,,,,,,,,,
43238,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,0.06,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
43239,VHS J125601.92-125723.9,VHS J125601.92-125723.9,2,1,1,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,M7.5,2620.0,,0.07,,,0.0007244359600749898,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,
44575,b Cen,b Cen A,2,1,1,<a refstr=JANSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Natur.600..231J/abstract target=ref>Janson et al. 2021</a>,B2.5 V,,,5.5,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,98.0935
44576,b Cen,b Cen B,2,1,1,,,,,,,,,,
