loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist
174,AU Mic b,AU Mic,1,1,3,0,Transit,8.4629991,0.0645,,0.0633,0.186,,,,,0.5,,,,,9.7221
175,AU Mic b,AU Mic,0,1,3,0,Transit,8.4631427,,,0.03209,,,,3665,0.82,0.6,0.12,[M/H],-0.99,0.018,9.7221
176,AU Mic c,AU Mic,0,1,3,0,Transit,18.85882,,,0.04468,,,,3665,0.82,0.6,0.12,[M/H],-0.99,0.018,9.7221
177,AU Mic c,AU Mic,0,1,3,0,Transit,18.858982,0.11,0.249,,0.13,89.39,,,0.75,,,,,,9.7221
178,AU Mic c,AU Mic,0,1,3,0,Transit,18.859019,0.1101,0.289,0.04279,0,89,,3700,0.75,0.5,,,,0.022,9.7221
179,AU Mic c,AU Mic,0,1,3,0,Transit,18.85969,0.1108,0.225,,0.00338,89.227,,3678,0.74,0.51,0.23,[Fe/H],-1.038,0.02,9.7221
180,AU Mic c,AU Mic,1,1,3,0,Transit,18.858991,0.1101,,0.0302,,,,,,0.5,,,,,9.7221
181,AU Mic c,AU Mic,0,1,3,0,Transit,18.859019,,,0.06985,0.041,,,3700,0.75,0.5,,,-1.046,0.022,9.7221
182,AU Mic d,AU Mic,1,1,3,0,Transit Timing Variations,12.73596,,,0.00331,0.00305,89.318,,3678,0.74,0.51,0.23,[Fe/H],-1.038,0.02,9.7221
183,BD+03 2562 b,BD+03 2562,1,1,1,0,Radial Velocity,481.9,1.3,,6.4,0.2,,,4095,32.35,1.14,-0.71,[Fe/H],2.7,5.2,1070.63
184,BD+14 4559 b,BD+14 4559,0,1,1,0,Radial Velocity,268.94,0.777,,1.47,0.29,,K2 V,5008,0.95,0.86,0.1,[Fe/H],-0.32,,49.352
185,BD+14 4559 b,BD+14 4559,1,1,1,0,Radial Velocity,268.94,0.78,,1.04,0.29,,,4864,0.86,0.49,0.17,[Fe/H],,,49.352
186,BD+15 2375 b,BD+15 2375,1,1,1,0,Radial Velocity,153.22,0.576,,1.061,0.001,,,4649,8.95,1.08,-0.22,[Fe/H],1.57,7.41,768.045
187,BD+15 2940 b,BD+15 2940,1,1,1,0,Radial Velocity,137.48,0.539,,1.11,0.26,,K0,4796,14.7,1.1,0.28,[Fe/H],2.01,7.1,426.42
188,BD+20 2457 b,BD+20 2457,1,1,2,0,Radial Velocity,379.63,1.45,,21.42,0.15,,K2 II,4137,49,2.8,-1,[Fe/H],3.17,,1539.71
189,BD+20 2457 b,BD+20 2457,0,1,2,0,Radial Velocity,379.63,1.05,,55.59,0.15,,,4259,71.02,10.83,-0.79,[Fe/H],,,1539.71
190,BD+20 2457 c,BD+20 2457,1,1,2,0,Radial Velocity,621.99,2.01,,12.47,0.18,,K2 II,4137,49,2.8,-1,[Fe/H],3.17,,1539.71
191,BD+20 274 b,BD+20 274,1,1,1,0,Radial Velocity,578.2,1.3,,4.2,0.21,,K5 III,4296,17.3,0.8,-0.46,[Fe/H],1.96,,1322.51
192,BD+20 594 b,BD+20 594,1,1,1,0,Transit,41.6855,,0.23,0.07,0,89.55,,5766,1.08,1.67,-0.15,[Fe/H],,,179.461
193,BD+20 594 b,BD+20 594,0,1,1,0,Transit,41.688644,,0.21,,,89.526,,5703,0.96,0.96,-0.06,[Fe/H],,,179.461
194,BD+20 594 b,BD+20 594,0,1,1,0,Transit,41.6855,0.241,0.199,0.05129,0,89.55,G,5766,0.93,0.96,-0.15,[Fe/H],-0.056,3.34,179.461
195,BD+45 564 b,BD+45 564,1,1,1,0,Radial Velocity,307.88,0.83,,1.36,0.12,2.579,K1,5004,,0.81,-0.09,[Fe/H],,,53.622
196,BD+48 738 b,BD+48 738,1,1,1,0,Radial Velocity,392.6,1,,0.91,0.2,,K0 III,4414,11,0.74,-0.2,[Fe/H],1.69,,871.493
197,BD+48 740 b,BD+48 740,1,1,1,0,Radial Velocity,733,1.7,,1.7,0.76,,,4534,10.33,1.09,-0.13,[Fe/H],1.64,,666.589
198,BD+49 828 b,BD+49 828,1,1,1,0,Radial Velocity,2590,4.2,,1.6,0.35,,K0,4943,7.6,1.52,-0.19,[Fe/H],1.47,2.34,442.042
199,BD+55 362 b,BD+55 362,1,1,1,0,Radial Velocity,265.59,0.78,,0.72,0.27,0.601,K3,5012,,0.91,0.18,[Fe/H],,,52.5697
200,BD+60 1417 b,BD+60 1417,1,1,1,0,Imaging,,1662,1.31,15,,,K0,4993,0.8,1,,,0.356,0.1,44.9543
201,BD+63 1405 b,BD+63 1405,0,1,1,0,Radial Velocity,1230,2.115,,10.4,0.891,23.5,K0,5000,,0.82,-0.09,[Fe/H],,,38.0473
202,BD+63 1405 b,BD+63 1405,1,1,1,0,Radial Velocity,1198.48,2.06,,3.96,0.88,5.974,K0,5000,,0.82,-0.09,[Fe/H],,,38.0473
203,BD-06 1339 b,BD-06 1339,1,1,2,0,Radial Velocity,3.8728,0.0428,,0.027,0,,K7/M0 V,4324,,0.7,-0.14,[Fe/H],-1.022,4.4,20.2695
204,BD-06 1339 c,BD-06 1339,1,1,2,0,Radial Velocity,125.94,0.435,,0.17,0.31,,K7/M0 V,4324,,0.7,-0.14,[Fe/H],-1.022,4.4,20.2695
205,BD-08 2823 b,BD-08 2823,0,1,2,0,Radial Velocity,5.6,0.056,,0.045,0.15,,K3 V,4746,,0.74,-0.07,[Fe/H],,4.5,41.3342
206,BD-08 2823 b,BD-08 2823,1,1,2,0,Radial Velocity,5.6,0.06,,0.04,0.15,,,4816,0.71,0.5,-0.06,[Fe/H],,,41.3342
207,BD-08 2823 c,BD-08 2823,1,1,2,0,Radial Velocity,237.6,0.68,,0.33,0.19,,K3 V,4746,,0.74,-0.07,[Fe/H],,4.5,41.3342
208,BD-10 3166 b,BD-10 3166,0,1,1,0,Radial Velocity,3.48777,0.0452,,0.458,0.019,,,5393,,1.01,0.382,[Fe/H],,,84.4069
209,BD-10 3166 b,BD-10 3166,1,1,1,0,Radial Velocity,3.48777,0.04,,0.59,0.02,,,5393,0.91,1.47,0.38,[Fe/H],,,84.4069
210,BD-10 3166 b,BD-10 3166,0,1,1,0,Radial Velocity,3.487,0.046,,0.48,0.05,,K0 V,5400,,1.1,0.5,[Fe/H],,,84.4069
211,BD-10 3166 b,BD-10 3166,0,1,1,0,Radial Velocity,3.487905,0.045,,0.449,0.022,,,5382.64,0.97,1,0.37,[Fe/H],,,84.4069
212,BD-11 4672 b,BD-11 4672,0,1,2,0,Radial Velocity,1667,2.28,,0.53,0.05,,K7 V,4475,0.52,0.57,-0.48,[Fe/H],,4.4,27.1665
213,BD-11 4672 b,BD-11 4672,1,1,2,0,Radial Velocity,1634,2.36,,0.65,0.05,,,4550,0.64,0.65,-0.35,[Fe/H],-0.804,7.4,27.1665
214,BD-11 4672 c,BD-11 4672,1,1,2,0,Radial Velocity,74.2,0.3,,0.04836,0.4,,,4550,0.64,0.65,-0.35,[Fe/H],-0.804,7.4,27.1665
215,BD-13 2130 b,BD-13 2130,1,1,1,0,Radial Velocity,714.29999,1.66,,9.78,0.21,,,4545,19.17,2.12,-0.08,[Fe/H],,,925.214
216,BD-13 2130 b,BD-13 2130,0,1,1,0,Radial Velocity,714.3,2.1,,10.6,0.21,,,,,2.4,,,,0.74,925.214
217,BD-14 3065 b,BD-14 3065 A,0,3,1,0,Transit,4.2889696,,1.848,,,,,6736.9,2.61,,,,,,589.423
218,BD-14 3065 b,BD-14 3065 A,1,3,1,0,Transit,4.2889731,0.0656,1.926,12.37,0.066,80.78,,6935,2.35,1.41,-0.34,[Fe/H],1.06,2.24,589.423
219,BD-17 63 b,BD-17 63,1,1,1,0,Radial Velocity,655.57,,,5.16,0.5439,,,,,0.74,,,,,34.4603
220,BD-17 63 b,BD-17 63,0,1,1,0,Radial Velocity,655.6,1.34,,5.1,0.54,,K5 V,4714,0.69,0.74,-0.03,[Fe/H],-0.678,4.3,34.4603
221,BD-17 63 b,BD-17 63,0,1,1,0,Radial Velocity,649,,,4.3,0.28,80,,,,,,,,,34.4603
222,BD-17 63 b,BD-17 63,0,1,1,0,Radial Velocity,655.59998,1.34,,2.85,0.54,,,4665,0.74,0.31,0.01,[Fe/H],,,34.4603
223,BD-210397 b,BD-210397,1,1,2,0,Radial Velocity,1891,2.63,,0.7,0.1,,K7 V,4051,0.75,0.68,0.12,[Fe/H],-0.87,6.2,23.7324
224,BD-210397 c,BD-210397,1,1,2,0,Radial Velocity,6240,5.9,,4.8,0.43,33,K7 V,,,0.69,,,,4,23.7324
225,BD-210397 c,BD-210397,0,1,2,0,Radial Velocity,6360,5.9,,2.4,0.1,,K7 V,4051,0.75,0.68,0.12,[Fe/H],-0.87,6.2,23.7324
226,Barnard b,Barnard's star,1,1,1,0,Radial Velocity,3.1533,0.02294,,0.00116,0.16,,M3.5-4 V,3195,0.18,0.16,-0.56,[Fe/H],-2.45,,1.82655
227,CD Cet b,CD Cet,1,1,1,0,Radial Velocity,2.2907,0.0185,,0.01243,,87.48,M5.0 V,3130,0.17,0.16,0.13,[Fe/H],-2.533,3,8.60715
228,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,0,Imaging,10037.5,2.6,,10.5,,,,580.5,,0.02,,,,,
229,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,0,Imaging,8040000,200,1.86,7.8,,,M9-L1,2320,0.24,0.01,,,-2.85,0.003,
230,CHXR 73 b,CHXR 73,1,1,1,0,Imaging,,210,,12.569,,,M3.5,,,0.35,,,,0.002,190.374
231,CI Tau c,CI Tau,1,1,1,0,Radial Velocity,25.2,0.17,,3.6,0.58,,,,,,,,,,157.998
232,COCONUTS-2 b,COCONUTS-2 A,1,1,1,0,Imaging,402000000,7506,1.11,6.3,,,M3 V,3406,0.39,0.37,0,[Fe/H],-1.732,0.475,10.8864
233,CT Cha b,CT Cha,1,1,1,0,Imaging,,440,2.2,17,,,,,,,,,,0.002,190.72
234,CoRoT-1 b,CoRoT-1,1,1,1,0,Transit,1.5089557,,1.49,1.03,0,85.1,G0 V,5950,1.11,0.95,-0.3,[M/H],,,787.909
235,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.5089557,0.0261,1.48,1.13,0,86.7,,5950,1.14,1.03,,,,,787.909
236,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.50896877,,,,,,,,,,,,,,787.909
237,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.5089682,0.02752,1.715,1.23,0.036,85.1,,6298,1.23,1.22,0.06,,,1.6,787.909
238,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.5089686,0.02536,1.551,1.03,,84.42,,5950,1.13,0.95,-0.3,[Fe/H],,7.8,787.909
239,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.5089635,,1.837,,,,,5950,1.29,,,,,,787.909
240,CoRoT-1 b,CoRoT-1,0,1,1,0,Transit,1.50897655,0.0259,1.42,1.07,0.071,85.66,,5950,,,-0.3,[Fe/H],,,787.909
241,CoRoT-10 b,CoRoT-10,0,1,1,0,Transit,13.2406,0.1055,0.97,2.73,0.524,88.55,,5075,0.79,0.89,0.26,,,3,338.386
242,CoRoT-10 b,CoRoT-10,0,1,1,0,Transit,13.2406,0.106,0.941,2.78,,88.57,,5075,0.74,0.9,0.26,[Fe/H],,0.1,338.386
243,CoRoT-10 b,CoRoT-10,1,1,1,0,Transit,13.2406,0.1055,0.97,2.75,0.53,88.55,K1 V,5075,0.79,0.89,0.26,[Fe/H],,3,338.386
244,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,2.994325,0.04351,1.39,2.49,0,83.41,,,1.33,1.23,,,,2,655.037
245,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,2.99427803,,,,,83.17,F6 V,6440,1.37,1.27,-0.03,[Fe/H],,2,655.037
246,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,2.994325,0.04407,1.43,2.62,0.36,83.17,,6440,1.37,1.27,-0.03,[Fe/H],,2,655.037
247,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,2.99433,0.044,1.426,2.34,,83.13,,6440,1.37,1.26,-0.03,[Fe/H],,2,655.037
248,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,2.99328197,,1.94,,,,,6343,1.59,,,,,,655.037
249,CoRoT-11 b,CoRoT-11,1,1,1,0,Transit,2.99433,0.0436,1.43,2.33,0,83.17,F6 V,6440,1.37,1.27,-0.03,[Fe/H],,2,655.037
250,CoRoT-11 b,CoRoT-11,0,1,1,0,Transit,,,,,,,,6343,1.36,1.56,0.04,[Fe/H],,,655.037
251,CoRoT-12 b,CoRoT-12,1,1,1,0,Transit,2.828042,0.04016,1.44,0.917,0.07,85.48,,5675,1.12,1.08,0.16,[Fe/H],,6.3,1126.37
252,CoRoT-12 b,CoRoT-12,0,1,1,0,Transit,2.828041,,,,,,,5675,1.12,1.08,0.16,[Fe/H],,6.3,1126.37
253,CoRoT-12 b,CoRoT-12,0,1,1,0,Transit,2.828042,0.04013,1.44,0.915,0.05,85.48,,5675,1.12,1.08,0.16,,,6.3,1126.37
254,CoRoT-12 b,CoRoT-12,0,1,1,0,Transit,2.82803915,,1.584,,,,,5675,1.04,,,,,,1126.37
255,CoRoT-12 b,CoRoT-12,0,1,1,0,Transit,2.82805268,0.0392,1.344,0.873,,85.71,,,1.05,1,,,0.07,6.17,1126.37
256,CoRoT-12 b,CoRoT-12,0,1,1,0,Transit,2.828042,0.0394,1.35,0.887,,85.79,,5675,1.05,1.02,0.16,[Fe/H],,5.8,1126.37
257,CoRoT-13 b,CoRoT-13,0,1,1,0,Transit,4.03515,,,,,,G0 V,5945,1.01,1.09,0.01,[Fe/H],,1.635,1148.93
258,CoRoT-13 b,CoRoT-13,0,1,1,0,Transit,4.03519,0.05107,0.885,1.331,0.067,88.02,,5945,1.01,1.09,0.01,,,1.6,1148.93
259,CoRoT-13 b,CoRoT-13,0,1,1,0,Transit,4.03504444,,1.118,,,,,5945,1.14,,,,,,1148.93
260,CoRoT-13 b,CoRoT-13,0,1,1,0,Transit,4.03519,0.051,1.252,1.312,,85.27,,5945,1.27,1.09,0.01,[Fe/H],,5.8,1148.93
261,CoRoT-13 b,CoRoT-13,1,1,1,0,Transit,4.03519,0.051,0.885,1.308,0,88.02,G0 V,5945,1.01,1.09,0.01,[Fe/H],,1.635,1148.93
262,CoRoT-14 b,CoRoT-14,1,1,1,0,Transit,1.51214,0.027,1.09,7.6,0,79.6,F9 V,6035,1.21,1.13,0.05,[Fe/H],,4.2,1744.6
263,CoRoT-14 b,CoRoT-14,0,1,1,0,Transit,1.51214,0.02687,1.018,7.67,,79.7,,6035,1.19,1.12,0.05,[Fe/H],,3.7,1744.6
264,CoRoT-14 b,CoRoT-14,0,1,1,0,Transit,1.51214,0.02691,1.09,7.42,0.036,79.6,,6040,1.21,1.13,0.05,,,4.2,1744.6
265,CoRoT-16 b,CoRoT-16,0,1,1,0,Transit,5.35227,0.0618,1.17,0.529,0.37,85.01,,5650,1.19,1.1,0.19,,,6.7,732.409
266,CoRoT-16 b,CoRoT-16,1,1,1,0,Transit,5.35227,0.0618,1.17,0.535,0.33,85.01,G5 V,5650,1.19,1.1,0.19,[M/H],,6.73,732.409
267,CoRoT-17 b,CoRoT-17,0,1,1,0,Transit,3.7681,0.0481,1.007,2.46,,89.3,,5740,1.62,1.04,0,[Fe/H],,8,1176.12
268,CoRoT-17 b,CoRoT-17,1,1,1,0,Transit,3.7681,0.0461,1.02,2.43,0,88.34,G2 V,5740,1.59,1.04,0,[Fe/H],,10.7,1176.12
269,CoRoT-17 b,CoRoT-17,0,1,1,0,Transit,3.7681,0.0481,1.02,2.41,0.081,88.3,,5740,1.59,1.04,0,,,10.7,1176.12
270,CoRoT-18 b,CoRoT-18,0,1,1,0,Transit,1.9000693,0.0295,1.31,3.46,0.025,86.5,,5440,1,0.95,-0.1,[Fe/H],,0.6,764.889
271,CoRoT-18 b,CoRoT-18,0,1,1,0,Transit,1.9000693,0.0286,1.251,3.27,,86.8,,5440,0.92,0.86,-0.1,[Fe/H],,,764.889
272,CoRoT-18 b,CoRoT-18,1,1,1,0,Transit,1.9000693,0.0295,1.31,3.47,0.08,86.5,G9 V,5440,1,0.95,-0.1,[Fe/H],,,764.889
273,CoRoT-18 b,CoRoT-18,0,1,1,0,Transit,1.9000769,,,,,,G9 V,5440,1,0.95,-0.1,[Fe/H],,,764.889
274,CoRoT-18 b,CoRoT-18,0,1,1,0,Transit,1.90009,0.0288,1.146,3.3,,89.9,,,0.88,0.88,,,-0.17,0.032,764.889
275,CoRoT-18 b,CoRoT-18,0,1,1,0,Transit,1.90008625,,1.343,,,,,5440,0.93,,,,,,764.889
276,CoRoT-19 b,CoRoT-19,0,1,1,0,Transit,3.89713,0.0512,1.19,1.09,,89.7,,6090,1.58,1.18,-0.02,[Fe/H],,4.9,790.663
277,CoRoT-19 b,CoRoT-19,0,1,1,0,Transit,3.8971379,,,,,88,F9 V,6090,1.65,1.21,-0.02,[Fe/H],0.544,5,790.663
278,CoRoT-19 b,CoRoT-19,0,1,1,0,Transit,3.897131,,,,,,F9 V,6090,1.65,1.21,-0.02,[Fe/H],0.544,5,790.663
279,CoRoT-19 b,CoRoT-19,0,1,1,0,Transit,3.89712026,,1.204,,,,,6090,1.64,,,,,,790.663
280,CoRoT-19 b,CoRoT-19,1,1,1,0,Transit,3.89713,0.0518,1.29,1.11,0.047,88,F9 V,6090,1.65,1.21,-0.02,[Fe/H],0.544,5,790.663
281,CoRoT-19 b,CoRoT-19,0,1,1,0,Transit,3.89713,0.05166,1.29,1.155,0.056,88,,6090,1.65,1.21,-0.02,[Fe/H],,5,790.663
282,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.7429964,0.0281,1.465,3.31,0,87.84,,,,,,,,,213.283
283,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.7429975,,1.414,3.31,0,88.07,,5625,0.9,0.97,0,[Fe/H],,,213.283
284,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74299673,0.0281,1.466,3.3,0.024,88.08,,5625,0.9,0.97,0,,,2.7,213.283
285,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74301433,,1.51,,,,,5529,0.94,,,,,,213.283
286,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.7429935,0.02835,1.46,3.57,,87.45,,5598,0.9,1,0.04,[Fe/H],,1.2,213.283
287,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.742997,,,,,,,5696,,,0.03,[Fe/H],,0.12,213.283
288,CoRoT-2 b,CoRoT-2,1,2,1,0,Transit,1.7429935,0.02798,1.466,3.47,0.0143,88.08,,5625,0.91,0.96,,,,2.7,213.283
289,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.7429935,0.02854,1.47,3.62,,87.45,,5696,0.91,1.02,0.03,[Fe/H],,0.6,213.283
290,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74299673,,,,,,,5529,0.94,0.97,-0.04,[M/H],-0.131,,213.283
291,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74299609,,1.475,,,88.27,,5575,,,-0.04,[Fe/H],,,213.283
292,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74299906,,,,,,,,,,,,,,213.283
293,CoRoT-2 b,CoRoT-2,0,2,1,0,Transit,1.74299705,,,,,87.84,,5696,,,0.03,[Fe/H],,0.12,213.283
294,CoRoT-20 b,CoRoT-20,0,1,2,0,Transit,9.24318,0.0891,1,4.14,,85.9,,,1.16,1.1,,,0.17,4,844.061
295,CoRoT-20 b,CoRoT-20,0,1,2,0,Transit,9.24285,0.0902,0.84,4.24,0.562,88.21,G2 V,5880,1.02,1.14,0.14,[Fe/H],,0.1,844.061
296,CoRoT-20 b,CoRoT-20,0,1,2,0,Transit,9.24285,0.0892,1.16,5.06,,83.5,,5880,1.34,1.11,0.14,[Fe/H],,5.9,844.061
297,CoRoT-20 b,CoRoT-20,0,1,2,0,Transit,9.24323029,,1.374,,,,,5880,1.3,,,,,,844.061
298,CoRoT-20 b,CoRoT-20,1,1,2,0,Transit,9.24285,0.09,,4.3,0.59,88.21,,,,1.14,,,,,844.061
299,CoRoT-20 b,CoRoT-20,0,1,2,0,Transit,9.24285,0.0901,0.84,4.23,0.575,88.21,,5880,1.02,1.14,0.14,,,0.1,844.061
300,CoRoT-20 c,CoRoT-20,1,1,2,0,Radial Velocity,1675,2.9,,17,0.6,,,,,1.14,,,,,844.061
301,CoRoT-21 b,CoRoT-21,0,1,1,0,Transit,2.72474,0.0416,1.3,2.22,0.39,86.8,,6200,1.95,1.29,0,,,4.1,
302,CoRoT-21 b,CoRoT-21,1,1,1,0,Transit,2.72474,0.0417,1.3,2.26,0,86.8,F8 IV,6200,1.95,1.29,0,[Fe/H],,4.1,
303,CoRoT-22 b,CoRoT-22,1,1,1,0,Transit,9.75598,0.092,0.435,0.038,0.077,89.749,G3 V,5939,1.14,1.1,0.17,[Fe/H],,3.3,627.158
304,CoRoT-23 b,CoRoT-23,0,1,1,0,Transit,3.6313,0.04809,1.18,3.06,,84.7,,5900,1.74,1.12,0.05,[Fe/H],,5.4,1060.97
305,CoRoT-23 b,CoRoT-23,1,1,1,0,Transit,3.6313,0.048,1.05,2.8,0.16,85.7,G0 V,5900,1.61,1.14,0.05,[Fe/H],,7.2,1060.97
306,CoRoT-23 b,CoRoT-23,0,1,1,0,Transit,3.6313,0.0484,1.05,3.09,0.16,85.7,,5900,1.61,1.14,0.05,,,7.2,1060.97
307,CoRoT-24 b,CoRoT-24,1,1,2,0,Transit,5.1134,0.056,0.33,0.018,0,86.5,K1 V,4950,0.86,0.91,0.3,[Fe/H],,11,591.555
308,CoRoT-24 c,CoRoT-24,1,1,2,0,Transit,11.759,0.098,0.44,0.088,0,89,K1 V,4950,0.86,0.91,0.3,[Fe/H],,11,591.555
309,CoRoT-25 b,CoRoT-25,1,1,1,0,Transit,4.86069,0.0578,1.08,0.27,0,84.5,F9,6040,1.19,1.09,-0.01,[Fe/H],,4.5,1103.48
310,CoRoT-25 b,CoRoT-25,0,1,1,0,Transit,4.86069,0.05789,1.08,0.293,0.22,84.5,,6040,1.19,1.09,-0.01,[Fe/H],,4.5,1103.48
311,CoRoT-26 b,CoRoT-26,1,1,1,0,Transit,4.20474,0.0526,1.26,0.52,0,86.8,G5,5590,1.79,1.09,0.01,[Fe/H],,8.6,1045.18
312,CoRoT-26 b,CoRoT-26,0,1,1,0,Transit,4.20474,0.0525,1.26,0.58,0.41,86.8,,5590,1.79,1.09,0.01,,,8.6,1045.18
313,CoRoT-27 b,CoRoT-27,1,1,1,0,Transit,3.57532,0.0476,1.007,10.39,0.065,86.7,G2,5900,1.08,1.05,-0.1,[M/H],,4.21,1010.28
314,CoRoT-27 b,CoRoT-27,0,1,1,0,Transit,3.57532,0.0467,1.007,10.3,0.034,86.7,,5900,1.08,1.05,-0.1,[Fe/H],,4.2,1010.28
315,CoRoT-28 b,CoRoT-28,0,1,1,0,Transit,5.20851,0.059,0.955,0.481,0.071,88.1,,5150,1.78,1.01,0.15,,,12,766.183
316,CoRoT-28 b,CoRoT-28,1,1,1,0,Transit,5.20851,0.0603,0.955,0.484,0.047,88.1,G8/9 IV,5150,1.78,1.01,0.15,[Fe/H],,12,766.183
317,CoRoT-29 b,CoRoT-29,1,1,1,0,Transit,2.85057,0.0386,0.9,0.85,0.082,87.3,K0 V,5260,0.9,0.97,0.2,[Fe/H],,4.5,806.507
318,CoRoT-29 b,CoRoT-29,0,1,1,0,Transit,2.8505615,,,,,85.8,,5268,1.08,0.9,,,-0.094,,806.507
319,CoRoT-29 b,CoRoT-29,0,1,1,0,Transit,2.85057,0.039,0.9,0.84,0.12,87.3,,5260,0.9,0.97,0.2,,,4,806.507
320,CoRoT-3 b,CoRoT-3,0,1,1,0,Transit,4.2567994,0.05694,0.993,21.23,0.008,86.1,,,1.54,1.36,,,,,768.771
321,CoRoT-3 b,CoRoT-3,0,1,1,0,Transit,,,,,,,,6558,1.44,1.41,0.14,[Fe/H],,,768.771
322,CoRoT-3 b,CoRoT-3,0,1,1,0,Transit,4.2567994,0.05783,1.037,21.96,,85.8,,6740,1.57,1.4,-0.02,[Fe/H],,1.5,768.771
323,CoRoT-3 b,CoRoT-3,0,1,1,0,Transit,4.2567994,0.0574,1.01,21.44,0.016,85.9,,6740,1.56,1.37,-0.02,[Fe/H],,2.2,768.771
324,CoRoT-3 b,CoRoT-3,1,1,1,0,Transit,4.2568,,1.01,21.66,0,85.9,F3 V,6740,1.56,1.37,,,,2.2,768.771
325,CoRoT-30 b,CoRoT-30,1,1,1,0,Transit,9.06005,0.0844,1.009,2.9,0.007,90,G3 V,5650,0.91,0.98,0.02,[Fe/H],,3,1032.23
326,CoRoT-31 b,CoRoT-31,1,1,1,0,Transit,4.62941,0.0586,1.46,0.84,0.02,83.2,G2 IV,5700,2.15,1.25,0,[Fe/H],,4.7,2005.76
327,CoRoT-35 b,CoRoT-35,1,1,1,0,Transit,3.22748,0.0429,1.68,1.1,0,84.1,F6 V,6390,1.65,1.01,-0.5,[Fe/H],,6.1,1123.21
328,CoRoT-36 b,CoRoT-36,1,1,1,0,Transit,5.616531,0.066,1.41,0.68,0,85.83,F3 V,6730,1.52,1.32,-0.1,[Fe/H],,2.1,925.958
329,CoRoT-4 b,CoRoT-4,1,1,1,0,Transit,9.20205,0.09,1.19,0.72,0,90,,6190,1.17,1.16,,,,1,726.412
330,CoRoT-4 b,CoRoT-4,0,1,1,0,Transit,9.20205,0.09025,1.19,0.703,0.14,90,,6190,1.17,1.16,0.05,,,1,726.412
331,CoRoT-4 b,CoRoT-4,0,1,1,0,Transit,9.20205,0.0912,1.16,0.731,,89.96,,6190,1.15,1.19,0.05,[Fe/H],,0.8,726.412
332,CoRoT-4 b,CoRoT-4,0,1,1,0,Transit,9.20164964,,1.199,,,,,6190,1.12,,,,,,726.412
333,CoRoT-5 b,CoRoT-5,0,1,1,0,Transit,4.0379156,0.0495,1.256,0.459,,85.68,,,1.11,0.99,,,0.18,6.31,882.472
334,CoRoT-5 b,CoRoT-5,0,1,1,0,Transit,4.03790124,,1.64,,,,,6100,1.27,,,,,,882.472
335,CoRoT-5 b,CoRoT-5,0,1,1,0,Transit,4.0379156,,,,,,,,,,,,,,882.472
336,CoRoT-5 b,CoRoT-5,0,1,1,0,Transit,4.0378962,0.04963,1.388,0.478,0.087,85.83,,6100,1.19,1,-0.25,[Fe/H],,6.9,882.472
337,CoRoT-5 b,CoRoT-5,0,1,1,0,Transit,4.0378962,0.05004,1.182,0.47,,86.24,,6100,1.05,1.02,-0.25,[Fe/H],,3.9,882.472
338,CoRoT-5 b,CoRoT-5,1,1,1,0,Transit,4.0378962,0.04947,1.388,0.467,0.09,85.83,F9 V,6100,1.19,1,-0.25,[M/H],,6.9,882.472
339,CoRoT-6 b,CoRoT-6,0,1,1,0,Transit,8.886593,0.0854,1.166,2.95,0.18,89.07,,6090,1.02,1.05,-0.2,[Fe/H],,2.5,645.294
340,CoRoT-6 b,CoRoT-6,1,1,1,0,Transit,8.886593,0.0855,1.166,2.96,0.1,89.07,F9 V,6090,1.02,1.05,-0.2,[Fe/H],,,645.294
341,CoRoT-6 b,CoRoT-6,0,1,1,0,Transit,8.886593,0.0855,1.185,2.96,,88.88,,6090,1.04,1.05,-0.2,[Fe/H],,2.5,645.294
342,CoRoT-6 b,CoRoT-6,0,1,1,0,Transit,8.8866287,,,,,,,,,,,,,,645.294
