a1,f1,megno1,final_e1,final_theta1
9.943673469387754871e-01,6.731984257692413820e-01,1.000000000000000000e+01,4.380508015161082902e+00,4.219682967409032415e+01
9.943673469387754871e-01,6.945698043650903042e-01,1.000000000000000000e+01,2.164177970877942414e+01,4.154314796758866635e+01
9.943673469387754871e-01,7.159411829609392264e-01,1.000000000000000000e+01,2.565251035995086859e+00,5.789236822939591320e+01
9.943673469387754871e-01,7.373125615567881486e-01,4.430599397012500162e+01,9.980487182092079301e-01,5.718573495450316813e+01
9.943673469387754871e-01,7.586839401526370708e-01,1.000000000000000000e+01,1.147320603067872202e+00,1.277404427444589317e+02
9.943673469387754871e-01,7.800553187484859929e-01,1.000000000000000000e+01,6.696325080449506117e+01,5.707783006546429760e+01
9.943673469387754871e-01,8.014266973443349151e-01,-2.401585987635140782e+02,7.437052430681296844e-01,2.187026724119049348e+01
9.943673469387754871e-01,8.227980759401839483e-01,1.000000000000000000e+01,1.130715972336849291e+03,1.724192532074942221e+02
9.943673469387754871e-01,8.441694545360328705e-01,1.000000000000000000e+01,9.673541526290464487e-01,9.372068683399618294e+01
9.943673469387754871e-01,8.655408331318817927e-01,1.000000000000000000e+01,1.239020408862011635e+01,3.532582205331560772e+02
9.943673469387754871e-01,8.869122117277307149e-01,-5.708493857542756587e+02,9.231075941712761912e-01,1.175221254570378164e+02
9.943673469387754871e-01,9.082835903235796371e-01,1.000000000000000000e+01,3.352157966920979781e+00,5.119028249688881260e+01
9.943673469387754871e-01,9.296549689194286703e-01,1.000000000000000000e+01,1.388148773050293272e+01,1.402878645338011268e+02
9.943673469387754871e-01,9.510263475152775925e-01,1.000000000000000000e+01,9.613852034613061814e-01,6.944617775118897995e+00
9.943673469387754871e-01,9.723977261111265147e-01,1.000000000000000000e+01,1.014978816339350276e+00,2.970674909614282910e+01
9.943673469387754871e-01,9.937691047069754369e-01,8.779043629784187885e+01,8.215209140970579638e-01,2.572275331554134254e+02
9.943673469387754871e-01,1.015140483302824359e+00,1.000000000000000000e+01,9.590199842198956492e-01,4.680223700807398046e+01
9.943673469387754871e-01,1.036511861898673281e+00,1.000000000000000000e+01,1.022449204295207137e+00,1.081657303601251954e+02
9.943673469387754871e-01,1.057883240494522203e+00,1.000000000000000000e+01,1.006825622806264198e+00,2.704197808989293961e+01
9.943673469387754871e-01,1.079254619090371126e+00,1.000000000000000000e+01,3.248001234826114469e+00,1.370565558903259102e+02
9.943673469387754871e-01,1.100625997686220048e+00,1.000000000000000000e+01,1.358359776839483573e+02,7.636001949248822029e+01
9.943673469387754871e-01,1.121997376282068970e+00,1.000000000000000000e+01,8.848557004953416794e-01,1.593822335932079604e+01
9.943673469387754871e-01,1.143368754877918114e+00,1.000000000000000000e+01,1.255382151879283370e+00,1.189017464747824846e+02
9.943673469387754871e-01,1.164740133473766814e+00,1.000000000000000000e+01,1.718152855343940688e+00,1.749832053751611625e+02
9.943673469387754871e-01,1.186111512069615959e+00,1.000000000000000000e+01,1.044269824470992258e+00,2.403937475730777180e+02
9.943673469387754871e-01,1.207482890665464659e+00,1.000000000000000000e+01,2.519907516899917255e+01,1.899988987518344743e+02
9.943673469387754871e-01,1.228854269261313803e+00,1.000000000000000000e+01,2.874368334174304707e+00,2.163533702338693558e+02
9.943673469387754871e-01,1.250225647857162503e+00,1.000000000000000000e+01,1.390303413856287751e+00,2.729355790980805523e+02
9.943673469387754871e-01,1.271597026453011647e+00,1.000000000000000000e+01,1.029600009759387591e+00,2.257620967684086111e+02
9.943673469387754871e-01,1.292968405048860348e+00,1.305826409741594034e+02,8.439579844968366773e-01,2.671758083624528126e+02
9.943673469387754871e-01,1.314339783644709492e+00,1.000000000000000000e+01,1.034489156834491386e+00,2.264823606984837738e+02
